coder,response_uuid,child_hashed_id,child__age_rounded,child__gender,frame_id,visualShown,audioPlayed,event0_timestamp,parent_transcription,response_video_file,session_order,trial_num,trial_type,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,trial_notes
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,UDCJV6,600,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,daddy,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,UDCJV6,600,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,UDCJV6,600,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[points at screen] [shakes head no],n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,UDCJV6,600,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,mommy,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[points at screen] MOMMY,n,n,n,n,n,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,"frog, bunny",,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,"WHATS THIS, WHATS THAT WHATS THAT; THATS A BUNNY; BUNNY",y,y,NA,NA,NA,y,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,car,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,WHATS THIS WHATS THAT; unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,"paint, mess",,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[tries to escape]; WHATS THIS; unintelligible; WHAT HAPPENED x3,n,n,n,n,n,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,snake,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,WHAT HAPPENED x4; SNAKE x5,n,n,n,n,n,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,dog,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,DOG,y,y,n,n,n,n,y,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,book,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,WHAT HAPPENED x2; I DO IT; WHAT HAPPEND x2; BUG X2,n,n,n,n,n,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,bear,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,WHAT HAPPENED X2; WHATS THAT; WHAT HAPPENED X3; BEAR X2,n,n,n,n,n,n,n,y,,
sienna/lia,bcffceff-acc1-4611-a131-9fd7574532b8,X2NNSF,690,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,nothing,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,WHAT HAPPENED; I DO IT; WHAT HAPPENED X2; unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,Money (bunny),,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY X3,y,y,NA,NA,NA,y,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,She tried to say car,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,A duck! Uh Oh. Ball,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,DUCK X2; UH OH; BALL,y,y,n,y,n,y,y,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,Uh oh Mommy uh oh,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,"UH OH, MUMMY; UH OH",n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,Uh oh uh oh uh oh,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,"NO, UH OH X4",n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,"No. Uh oh, uh oh, uh oh",,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,UH OH X4,n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,Uh oh uh oh mommy,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,UH OH X2,n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,ZRVXUF,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,Uh oh,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,UH OH X8,n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,nothing,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,nothing,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,nothing,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,nothing,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,nothing,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,c67FW6,420,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,nothing,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,[PARENT DID NOT RESPOND],,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,car,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] CAR CAR; CAR CAR; [reaches for keyboard] unintelligible; CAR,y,y,NA,NA,NA,y,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,duck happened,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,DOG HAPPENS,n,n,n,n,n,n,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,duck happened,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,DUCK HAPPENED; DUCK HAPPENED,y,y,n,n,n,y,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,duck happened cat happened,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,DUCK HAPPENED; DUCK HAPPENED; [sibling said something about an apple]; THE CAT HAPPENED,n,n,n,n,n,n,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,duck happened,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,"DUCK HAPPENED; [sibling says, ""I think the bear did.""]",n,n,n,n,n,n,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,choose,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[sibling crying in background] PIPER CRY; [child points at screen] I CLICK TOO I CLICK TOO; [points to the side] TREES;,n,n,n,n,n,n,n,y,,
sienna/lia,ed7e915d-4e82-49a2-a796-dd338ba10c1b,5E6MP4,660,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,cat happened Sonoma (name of our dog) happened,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,"DUCK HAPPENED [mom says, ""The cat?""] YA [mom says, ""What did the cat do?""] I DON'T KNOW; HAPPENED",n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,nothing,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,nothing,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,nothing,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,nothing,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,nothing,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,U6N3dX,510,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,nothing,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[claps],n,n,n,n,n,n,n,y,,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-23T15:19:12.743Z,doggy,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-23T15:19:37.544Z,nothing,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[glitchy video],n,n,NA,NA,NA,n,n,n,glitchy video,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-23T15:20:02.392Z,nothing,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-23T15:21:05.160Z,nothing,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-23T15:22:42.584Z,doggy,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-23T15:23:50.349Z,daddy,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-23T15:25:08.537Z,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,18e9aa1c-38b1-46c2-a1fd-5bd7782859cb,ZFUD5T,450,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-23T15:26:16.642Z,meh. doggy,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible,n,n,n,n,n,n,n,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-12T16:32:19.925Z,bunny,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible [points at screen]; unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-12T16:32:46.129Z,car,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-12T16:33:13.562Z,nothing,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-12T16:34:20.131Z,"No, baby",,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,NO NO; NO NO; BABY,n,n,n,n,y,n,y,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-12T16:35:35.797Z,nothing,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,NO,n,n,n,n,n,n,n,y,,
sienna,251be811-b713-464e-b957-ca5ea7d7e72a,MLQ2Pc,660,m,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-12T16:36:52.144Z,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
